rank,model_id,provider_name,provider_model_id,provider_score,avg_tps,avg_ttft_ms,input_cost_per_token,output_cost_per_token,is_free_tier,free_tier_quality,avg_agentic_coding_score
998,mistral-small-24b-instruct-2501,openrouter,mistralai/mistral-small-24b-instruct-2501,30.170080769769765,,,5e-08,8e-08,0,,30.170080769769765
999,mistral-small-24b-instruct-2501,kilo,mistralai/mistral-small-24b-instruct-2501,30.170080769769765,,,5.0000000000000004e-08,8e-08,0,,30.170080769769765
1000,llama-4-scout,helicone,llama-4-scout,29.89999999999999,,,8e-08,3e-07,0,,29.89999999999999
1001,llama-3-1-70b-instruct,perplexity,perplexity/llama-3.1-70b-instruct,29.531867073167806,,,1e-06,1e-06,0,,29.531867073167806
1002,sonar,perplexity,perplexity/sonar,29.500000000000004,,,1e-06,1e-06,0,,29.500000000000004
1003,sonar,openrouter,perplexity/sonar,29.500000000000004,,,1e-06,1e-06,0,,29.500000000000004
1004,sonar,perplexity-agent,perplexity/sonar,29.500000000000004,,,2.5e-07,2.5e-06,0,,29.500000000000004
1005,sonar,sap-ai-core,sonar,29.500000000000004,,,1e-06,1e-06,0,,29.500000000000004
1006,sonar,helicone,sonar,29.500000000000004,,,1e-06,1e-06,0,,29.500000000000004
1007,sonar,vercel,perplexity/sonar,29.500000000000004,,,1e-06,1e-06,0,,29.500000000000004
1008,sonar,perplexity,sonar,29.500000000000004,,,1e-06,1e-06,0,,29.500000000000004
1009,sonar,kilo,perplexity/sonar,29.500000000000004,,,1e-06,1e-06,0,,29.500000000000004
1010,sonar,nano-gpt,sonar,29.500000000000004,,,1.003e-06,1.003e-06,0,,29.500000000000004
1011,qwen3-30b-a3b-instruct-2507,qiniu-ai,qwen3-30b-a3b-instruct-2507,29.304366489784957,,,,,,,29.304366489784957
1012,qwen3-30b-a3b-instruct-2507,nano-gpt,qwen3-30b-a3b-instruct-2507,29.304366489784957,,,2.0000000000000002e-07,5e-07,0,,29.304366489784957
1013,gpt-4-turbo,azure,azure/gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1014,gpt-4-turbo,openai,gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1015,gpt-4-turbo,openrouter,openai/gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1016,gpt-4-turbo,cloudflare-ai-gateway,openai/gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1017,gpt-4-turbo,poe,openai/gpt-4-turbo,29.1,,,9e-06,2.7e-05,0,,29.1
1018,gpt-4-turbo,azure-cognitive-services,gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1019,gpt-4-turbo,vercel,openai/gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1020,gpt-4-turbo,kilo,openai/gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1021,gpt-4-turbo,nano-gpt,openai/gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1022,gpt-4-turbo,azure,gpt-4-turbo,29.1,,,1e-05,3e-05,0,,29.1
1023,qwen2-5-72b-instruct,alibaba,qwen2-5-72b-instruct,29.055270115542594,,,1.4e-06,5.6e-06,0,,29.055270115542594
1024,qwen2-5-72b-instruct,alibaba-cn,qwen2-5-72b-instruct,29.055270115542594,,,5.739999999999999e-07,1.7210000000000001e-06,0,,29.055270115542594
1025,gemini-2-0-flash-lite,vertex_ai-language-models,gemini-2.0-flash-lite,28.44548825168994,,,7.5e-08,3e-07,0,,28.44548825168994
1026,gemini-2-0-flash-lite,qiniu-ai,gemini-2.0-flash-lite,28.44548825168994,,,,,,,28.44548825168994
1027,gemini-2-0-flash-lite,poe,google/gemini-2.0-flash-lite,28.44548825168994,,,5.1999999999999996e-08,2.1e-07,0,,28.44548825168994
1028,gemini-2-0-flash-lite,302ai,gemini-2.0-flash-lite,28.44548825168994,,,7.5e-08,3e-07,0,,28.44548825168994
1029,gemini-2-0-flash-lite,google-vertex,gemini-2.0-flash-lite,28.44548825168994,,,7.5e-08,3e-07,0,,28.44548825168994
1030,gemini-2-0-flash-lite,google,gemini-2.0-flash-lite,28.44548825168994,,,7.5e-08,3e-07,0,,28.44548825168994
1031,gemini-2-0-flash-lite,vercel,google/gemini-2.0-flash-lite,28.44548825168994,,,7.5e-08,3e-07,0,,28.44548825168994
1032,gemini-2-0-flash-lite,nano-gpt,gemini-2.0-flash-lite,28.44548825168994,,,7.480000000000001e-08,3.06e-07,0,,28.44548825168994
1033,qwen3-coder-30b-a3b-instruct,scaleway,qwen3-coder-30b-a3b-instruct,28.16663901669251,,,2.0000000000000002e-07,8.000000000000001e-07,0,,28.16663901669251
1034,qwen3-coder-30b-a3b-instruct,alibaba,qwen3-coder-30b-a3b-instruct,28.16663901669251,,,4.5000000000000003e-07,2.25e-06,0,,28.16663901669251
1035,qwen3-coder-30b-a3b-instruct,ovhcloud,qwen3-coder-30b-a3b-instruct,28.16663901669251,,,7e-08,2.6e-07,0,,28.16663901669251
1036,qwen3-coder-30b-a3b-instruct,helicone,qwen3-coder-30b-a3b-instruct,28.16663901669251,,,1e-07,3e-07,0,,28.16663901669251
1037,qwen3-coder-30b-a3b-instruct,nano-gpt,qwen3-coder-30b-a3b-instruct,28.16663901669251,,,1.0000000000000001e-07,4.0000000000000003e-07,0,,28.16663901669251
1038,qwen3-coder-30b-a3b-instruct,alibaba-cn,qwen3-coder-30b-a3b-instruct,28.16663901669251,,,2.16e-07,8.61e-07,0,,28.16663901669251
1039,phi-4,azure-cognitive-services,phi-4,28.088972287209618,,,1.25e-07,5e-07,0,,28.088972287209618
1040,phi-4,azure,phi-4,28.088972287209618,,,1.25e-07,5e-07,0,,28.088972287209618
1041,qwen3-14b,alibaba,qwen3-14b,27.999999999999996,,,3.5e-07,1.4e-06,0,,27.999999999999996
1042,qwen3-14b,alibaba-cn,qwen3-14b,27.999999999999996,,,1.44e-07,5.739999999999999e-07,0,,27.999999999999996
1043,magistral-small-2509,evroc,mistralai/Magistral-Small-2509,27.500000000000004,,,5.9e-07,2.36e-06,0,,27.500000000000004
1044,sonar-pro,perplexity,perplexity/sonar-pro,27.500000000000004,,,3e-06,1.5e-05,0,,27.500000000000004
1045,sonar-pro,openrouter,perplexity/sonar-pro,27.500000000000004,,,3e-06,1.5e-05,0,,27.500000000000004
1046,sonar-pro,sap-ai-core,sonar-pro,27.500000000000004,,,3e-06,1.5e-05,0,,27.500000000000004
1047,sonar-pro,helicone,sonar-pro,27.500000000000004,,,3e-06,1.5e-05,0,,27.500000000000004
1048,sonar-pro,vercel,perplexity/sonar-pro,27.500000000000004,,,3e-06,1.5e-05,0,,27.500000000000004
1049,sonar-pro,perplexity,sonar-pro,27.500000000000004,,,3e-06,1.5e-05,0,,27.500000000000004
1050,sonar-pro,kilo,perplexity/sonar-pro,27.500000000000004,,,3e-06,1.5e-05,0,,27.500000000000004
1051,sonar-pro,nano-gpt,sonar-pro,27.500000000000004,,,2.992e-06,1.4993999999999999e-05,0,,27.500000000000004
1052,deepseek-r1-distill-qwen-32b,vultr,deepseek-r1-distill-qwen-32b,27.0,,,2.0000000000000002e-07,2.0000000000000002e-07,0,,27.0
1053,deepseek-r1-distill-qwen-32b,alibaba-cn,deepseek-r1-distill-qwen-32b,27.0,,,2.8699999999999996e-07,8.61e-07,0,,27.0
1054,nousresearch-2-hermes-3-llama-3-1-70b,nano-gpt,NousResearch 2/hermes-3-llama-3.1-70b,26.89999999999999,,,4.0799999999999995e-07,4.0799999999999995e-07,0,,26.89999999999999
1055,mistral-large-2407,openrouter,mistralai/mistral-large-2407,26.699999999999996,,,2e-06,6e-06,0,,26.699999999999996
1056,deepseek-r1-distill-llama-70b,scaleway,deepseek-r1-distill-llama-70b,26.60000000000001,,,9.000000000000001e-07,9.000000000000001e-07,0,,26.60000000000001
1057,deepseek-r1-distill-llama-70b,groq,deepseek-r1-distill-llama-70b,26.60000000000001,,,7.5e-07,9.9e-07,0,,26.60000000000001
1058,deepseek-r1-distill-llama-70b,ovhcloud,deepseek-r1-distill-llama-70b,26.60000000000001,,,7.4e-07,7.4e-07,0,,26.60000000000001
1059,deepseek-r1-distill-llama-70b,helicone,deepseek-r1-distill-llama-70b,26.60000000000001,,,3e-08,1.3e-07,0,,26.60000000000001
1060,deepseek-r1-distill-llama-70b,vultr,deepseek-r1-distill-llama-70b,26.60000000000001,,,2.0000000000000002e-07,2.0000000000000002e-07,0,,26.60000000000001
1061,deepseek-r1-distill-llama-70b,alibaba-cn,deepseek-r1-distill-llama-70b,26.60000000000001,,,2.8699999999999996e-07,8.61e-07,0,,26.60000000000001
1062,pixtral-large-2411,openrouter,mistralai/pixtral-large-2411,26.1,,,2e-06,6e-06,0,,26.1
1063,glm-4-7-flash,zai,glm-4.7-flash,25.399999999999995,,,0.0,0.0,1,high,25.399999999999995
1064,glm-4-7-flash,zhipuai,glm-4.7-flash,25.399999999999995,,,0.0,0.0,1,high,25.399999999999995
1065,glm-4-7-flash,zai-coding-plan,glm-4.7-flash,25.399999999999995,,,0.0,0.0,1,high,25.399999999999995
1066,glm-4-7-flash,cortecs,glm-4.7-flash,25.399999999999995,,,9e-08,5.3e-07,0,,25.399999999999995
1067,mistral-devstral-small,vercel,mistral/devstral-small,25.399999999999995,,,1.0000000000000001e-07,3e-07,0,,25.399999999999995
1068,qwen2-5-vl-72b-instruct,qiniu-ai,qwen2.5-vl-72b-instruct,24.8,,,,,,,24.8
1069,qwen2-5-vl-72b-instruct,alibaba,qwen2-5-vl-72b-instruct,24.8,,,2.8e-06,8.400000000000001e-06,0,,24.8
1070,qwen2-5-vl-72b-instruct,ovhcloud,qwen2.5-vl-72b-instruct,24.8,,,1.01e-06,1.01e-06,0,,24.8
1071,qwen2-5-vl-72b-instruct,alibaba-cn,qwen2-5-vl-72b-instruct,24.8,,,2.294e-06,6.881e-06,0,,24.8
1072,gpt-4o-mini,azure,azure/gpt-4o-mini,23.400000000000002,,,1.65e-07,6.6e-07,0,,23.400000000000002
1073,gpt-4o-mini,openai,gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1074,gpt-4o-mini,openrouter,openai/gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1075,gpt-4o-mini,cloudflare-ai-gateway,openai/gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1076,gpt-4o-mini,poe,openai/gpt-4o-mini,23.400000000000002,,,1.4e-07,5.4e-07,0,,23.400000000000002
1077,gpt-4o-mini,azure-cognitive-services,gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1078,gpt-4o-mini,abacus,gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1079,gpt-4o-mini,github-models,openai/gpt-4o-mini,23.400000000000002,,,0.0,0.0,1,rate_limited,23.400000000000002
1080,gpt-4o-mini,requesty,openai/gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1081,gpt-4o-mini,helicone,gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1082,gpt-4o-mini,vercel,openai/gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1083,gpt-4o-mini,kilo,openai/gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1084,gpt-4o-mini,nano-gpt,openai/gpt-4o-mini,23.400000000000002,,,1.4960000000000002e-07,5.95e-07,0,,23.400000000000002
1085,gpt-4o-mini,azure,gpt-4o-mini,23.400000000000002,,,1.5e-07,6e-07,0,,23.400000000000002
1086,meta-llama3-70b-instruct-v1,bedrock,meta.llama3-70b-instruct-v1:0,23.39169560094986,,,2.65e-06,3.5e-06,0,,23.39169560094986
1087,meta-llama3-70b-instruct-v1,amazon-bedrock,meta.llama3-70b-instruct-v1:0,23.39169560094986,,,2.65e-06,3.5e-06,0,,23.39169560094986
1088,qwen3-4b,venice,qwen3-4b,23.299999999999997,,,5.0000000000000004e-08,1.5e-07,0,,23.299999999999997
1089,gemma-3n-e4b-it,openrouter,google/gemma-3n-e4b-it:free,23.165105716345046,,,0.0,0.0,1,high,23.165105716345046
1090,gemma-3n-e4b-it,openrouter,google/gemma-3n-e4b-it,23.165105716345046,,,2e-08,4e-08,0,,23.165105716345046
1091,gemma-3n-e4b-it,nvidia,google/gemma-3n-e4b-it,23.165105716345046,,,0.0,0.0,1,high,23.165105716345046
1092,gemma-3n-e4b-it,kilo,google/gemma-3n-e4b-it:free,23.165105716345046,,,0.0,0.0,1,high,23.165105716345046
1093,gemma-3n-e4b-it,kilo,google/gemma-3n-e4b-it,23.165105716345046,,,2e-08,4e-08,0,,23.165105716345046
1094,nvidia-llama-3-1-nemotron-51b-instruct,nvidia,nvidia/llama-3.1-nemotron-51b-instruct,22.414603587090227,,,0.0,0.0,1,high,22.414603587090227
1095,gpt-4o,azure,azure/gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1096,gpt-4o,openai,gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1097,gpt-4o,openrouter,openai/gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1098,gpt-4o,openrouter,openai/gpt-4o:extended,21.619999999999997,,,6e-06,1.8e-05,0,,21.619999999999997
1099,gpt-4o,cloudflare-ai-gateway,openai/gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1100,gpt-4o,poe,openai/gpt-4o,21.619999999999997,,,,,,,21.619999999999997
1101,gpt-4o,azure-cognitive-services,gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1102,gpt-4o,aihubmix,gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1103,gpt-4o,github-models,openai/gpt-4o,21.619999999999997,,,0.0,0.0,1,rate_limited,21.619999999999997
1104,gpt-4o,302ai,gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1105,gpt-4o,github-copilot,gpt-4o,21.619999999999997,,,0.0,0.0,1,rate_limited,21.619999999999997
1106,gpt-4o,firmware,gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1107,gpt-4o,helicone,gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1108,gpt-4o,vercel,openai/gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1109,gpt-4o,kilo,openai/gpt-4o:extended,21.619999999999997,,,6e-06,1.8e-05,0,,21.619999999999997
1110,gpt-4o,kilo,openai/gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1111,gpt-4o,nano-gpt,openai/gpt-4o,21.619999999999997,,,2.499e-06,9.996e-06,0,,21.619999999999997
1112,gpt-4o,azure,gpt-4o,21.619999999999997,,,2.5e-06,1e-05,0,,21.619999999999997
1113,meta-llama4-maverick-17b-instruct-v1,bedrock_converse,meta.llama4-maverick-17b-instruct-v1:0,21.04,,,2.4e-07,9.7e-07,0,,21.04
1114,meta-llama4-maverick-17b-instruct-v1,amazon-bedrock,meta.llama4-maverick-17b-instruct-v1:0,21.04,,,2.4e-07,9.7e-07,0,,21.04
1115,claude-3-haiku,openrouter,anthropic/claude-3-haiku,20.273033753710607,,,2.5e-07,1.25e-06,0,,20.273033753710607
1116,claude-3-haiku,cloudflare-ai-gateway,anthropic/claude-3-haiku,20.273033753710607,,,2.5e-07,1.25e-06,0,,20.273033753710607
1117,claude-3-haiku,vercel,anthropic/claude-3-haiku,20.273033753710607,,,2.5e-07,1.25e-06,0,,20.273033753710607
1118,claude-3-haiku,kilo,anthropic/claude-3-haiku,20.273033753710607,,,2.5e-07,1.25e-06,0,,20.273033753710607
1119,qwen3-8b,alibaba,qwen3-8b,20.200000000000003,,,1.8e-07,7e-07,0,,20.200000000000003
1120,qwen3-8b,alibaba-cn,qwen3-8b,20.200000000000003,,,7.2e-08,2.8699999999999996e-07,0,,20.200000000000003
1121,gemini-2-0-flash,vertex_ai-language-models,gemini-2.0-flash,19.144410138016827,,,1e-07,4e-07,0,,19.144410138016827
1122,gemini-2-0-flash,qiniu-ai,gemini-2.0-flash,19.144410138016827,,,,,,,19.144410138016827
1123,gemini-2-0-flash,poe,google/gemini-2.0-flash,19.144410138016827,,,1.0000000000000001e-07,4.2e-07,0,,19.144410138016827
1124,gemini-2-0-flash,google-vertex,gemini-2.0-flash,19.144410138016827,,,1.5e-07,6e-07,0,,19.144410138016827
1125,gemini-2-0-flash,google,gemini-2.0-flash,19.144410138016827,,,1.0000000000000001e-07,4.0000000000000003e-07,0,,19.144410138016827
1126,gemini-2-0-flash,vercel,google/gemini-2.0-flash,19.144410138016827,,,1.0000000000000001e-07,4.0000000000000003e-07,0,,19.144410138016827
1127,gemma-3-4b-it,openrouter,google/gemma-3-4b-it:free,18.636990857526392,,,0.0,0.0,1,high,18.636990857526392
1128,gemma-3-4b-it,openrouter,google/gemma-3-4b-it,18.636990857526392,,,4e-08,8e-08,0,,18.636990857526392
1129,gemma-3-4b-it,kilo,google/gemma-3-4b-it:free,18.636990857526392,,,0.0,0.0,1,high,18.636990857526392
1130,gemma-3-4b-it,kilo,google/gemma-3-4b-it,18.636990857526392,,,1.703e-08,6.8154e-08,0,,18.636990857526392
1131,jamba-large-1-7,ai21,jamba-large-1.7,18.1,,,2e-06,8e-06,0,,18.1
1132,jamba-large-1-7,nano-gpt,jamba-large-1.7,18.1,,,1.989e-06,7.99e-06,0,,18.1
1133,mistral-large,openrouter,mistralai/mistral-large,17.8,,,2e-06,6e-06,0,,17.8
1134,mistral-large,kilo,mistralai/mistral-large,17.8,,,2e-06,6e-06,0,,17.8
1135,mistral-large,nano-gpt,mistralai/mistral-large,17.8,,,2.006e-06,6.001000000000001e-06,0,,17.8
1136,qwen2-5-coder-32b-instruct,ovhcloud,qwen2.5-coder-32b-instruct,17.736249506208978,,,9.6e-07,9.6e-07,0,,17.736249506208978
1137,qwen2-5-coder-32b-instruct,vultr,qwen2.5-coder-32b-instruct,17.736249506208978,,,2.0000000000000002e-07,2.0000000000000002e-07,0,,17.736249506208978
1138,qwen2-5-coder-32b-instruct,alibaba-cn,qwen2-5-coder-32b-instruct,17.736249506208978,,,2.8699999999999996e-07,8.61e-07,0,,17.736249506208978
1139,amazon-nova-lite,vercel,amazon/nova-lite,16.700000000000003,,,6e-08,2.4e-07,0,,16.700000000000003
1140,qwen-turbo,qiniu-ai,qwen-turbo,16.300000000000004,,,,,,,16.300000000000004
1141,qwen-turbo,alibaba,qwen-turbo,16.300000000000004,,,5.0000000000000004e-08,2.0000000000000002e-07,0,,16.300000000000004
1142,qwen-turbo,nano-gpt,qwen-turbo,16.300000000000004,,,4.9979999999999995e-08,2.006e-07,0,,16.300000000000004
1143,qwen-turbo,alibaba-cn,qwen-turbo,16.300000000000004,,,4.4e-08,8.7e-08,0,,16.300000000000004
1144,llama-3-1-8b-instruct,perplexity,perplexity/llama-3.1-8b-instruct,16.277538968633593,,,2e-07,2e-07,0,,16.277538968633593
1145,llama-3-1-8b-instruct,scaleway,llama-3.1-8b-instruct,16.277538968633593,,,2.0000000000000002e-07,2.0000000000000002e-07,0,,16.277538968633593
1146,llama-3-1-8b-instruct,ovhcloud,llama-3.1-8b-instruct,16.277538968633593,,,1.1e-07,1.1e-07,0,,16.277538968633593
1147,llama-3-1-8b-instruct,helicone,llama-3.1-8b-instruct,16.277538968633593,,,2e-08,5e-08,0,,16.277538968633593
1148,glm-4-1v-thinking-flash,nano-gpt,glm-4.1v-thinking-flash,15.999999999999998,,,3e-07,3e-07,0,,15.999999999999998
1149,liquid-lfm2-8b-a1b,openrouter,liquid/lfm2-8b-a1b,15.100000000000003,,,1e-08,2e-08,0,,15.100000000000003
1150,mixtral-8x22b-instruct,openrouter,mistralai/mixtral-8x22b-instruct,14.799999999999997,,,2e-06,6e-06,0,,14.799999999999997
1151,mixtral-8x22b-instruct,kilo,mistralai/mixtral-8x22b-instruct,14.799999999999997,,,2e-06,6e-06,0,,14.799999999999997
1152,nova-pro-v1,cortecs,nova-pro-v1,13.999999999999996,,,1.016e-06,4.061e-06,0,,13.999999999999996
1153,gemma-3-27b,privatemode-ai,gemma-3-27b,13.7,,,0.0,0.0,1,high,13.7
1154,meta-llama3-8b-instruct,nvidia,meta/llama3-8b-instruct,13.362126597569105,,,0.0,0.0,1,high,13.362126597569105
1155,qwen2-5-coder-7b-instruct,alibaba-cn,qwen2-5-coder-7b-instruct,12.599999999999996,,,1.44e-07,2.8699999999999996e-07,0,,12.599999999999996
1156,llama-3-2-11b-vision-instruct,azure-cognitive-services,llama-3.2-11b-vision-instruct,11.000000000000002,,,3.7e-07,3.7e-07,0,,11.000000000000002
1157,llama-3-2-11b-vision-instruct,azure,llama-3.2-11b-vision-instruct,11.000000000000002,,,3.7e-07,3.7e-07,0,,11.000000000000002
1158,meta-llama-llama-4-scout-17b-16e-instruct,deepinfra,deepinfra/meta-llama/Llama-4-Scout-17B-16E-Instruct,9.059999999999999,,,8e-08,3e-07,0,,9.059999999999999
1159,meta-llama-llama-4-scout-17b-16e-instruct,groq,groq/meta-llama/llama-4-scout-17b-16e-instruct,9.059999999999999,,,1.1e-07,3.4e-07,0,,9.059999999999999
1160,meta-llama-llama-4-scout-17b-16e-instruct,novita-ai,meta-llama/llama-4-scout-17b-16e-instruct,9.059999999999999,,,1.8e-07,5.9e-07,0,,9.059999999999999
1161,meta-llama-llama-4-scout-17b-16e-instruct,groq,meta-llama/llama-4-scout-17b-16e-instruct,9.059999999999999,,,1.1e-07,3.4000000000000003e-07,0,,9.059999999999999
1162,meta-llama-llama-4-scout-17b-16e-instruct,wandb,meta-llama/Llama-4-Scout-17B-16E-Instruct,9.059999999999999,,,1.7000000000000001e-07,6.6e-07,0,,9.059999999999999
1163,allenai-olmo-3-1-32b-instruct,openrouter,allenai/olmo-3.1-32b-instruct,6.800000000000001,,,2e-07,6e-07,0,,6.800000000000001
1164,allenai-olmo-3-1-32b-instruct,nano-gpt,allenai/olmo-3.1-32b-instruct,6.800000000000001,,,2.0000000000000002e-07,6e-07,0,,6.800000000000001
1165,mixtral-8x7b-instruct,perplexity,perplexity/mixtral-8x7b-instruct,6.599999999999999,,,7e-08,2.8e-07,0,,6.599999999999999
1166,mixtral-8x7b-instruct,openrouter,mistralai/mixtral-8x7b-instruct,6.599999999999999,,,5.4e-07,5.4e-07,0,,6.599999999999999
1167,meta-llama3-2-11b-instruct-v1,bedrock,meta.llama3-2-11b-instruct-v1:0,2.204009110024685,,,3.5e-07,3.5e-07,0,,2.204009110024685
1168,meta-llama3-2-11b-instruct-v1,amazon-bedrock,meta.llama3-2-11b-instruct-v1:0,2.204009110024685,,,1.6e-07,1.6e-07,0,,2.204009110024685
1169,*-1-month-commitment-cohere-command-light-text-v14,bedrock,bedrock/*/1-month-commitment/cohere.command-light-text-v14,,,,,,,,
1170,*-1-month-commitment-cohere-command-text-v14,bedrock,bedrock/*/1-month-commitment/cohere.command-text-v14,,,,,,,,
1171,*-6-month-commitment-cohere-command-light-text-v14,bedrock,bedrock/*/6-month-commitment/cohere.command-light-text-v14,,,,,,,,
1172,*-6-month-commitment-cohere-command-text-v14,bedrock,bedrock/*/6-month-commitment/cohere.command-text-v14,,,,,,,,
1173,1024-x-1024-50-steps-bedrock-amazon-nova-canvas-v1,bedrock,1024-x-1024/50-steps/bedrock/amazon.nova-canvas-v1:0,,,,,,,,
1174,1024-x-1024-50-steps-stability-stable-diffusion-xl-v1,bedrock,1024-x-1024/50-steps/stability.stable-diffusion-xl-v1,,,,,,,,
1175,1024-x-1024-dall-e-2,openai,1024-x-1024/dall-e-2,,,,,,,,
1176,1024-x-1024-gpt-image-1-5,openai,1024-x-1024/gpt-image-1.5,,,,,,,,
1177,1024-x-1024-gpt-image-1-5-2025-12-16,openai,1024-x-1024/gpt-image-1.5-2025-12-16,,,,,,,,
1178,1024-x-1024-max-steps-stability-stable-diffusion-xl-v1,bedrock,1024-x-1024/max-steps/stability.stable-diffusion-xl-v1,,,,,,,,
1179,1024-x-1536-gpt-image-1-5,openai,1024-x-1536/gpt-image-1.5,,,,,,,,
1180,1024-x-1536-gpt-image-1-5-2025-12-16,openai,1024-x-1536/gpt-image-1.5-2025-12-16,,,,,,,,
1181,1536-x-1024-gpt-image-1-5,openai,1536-x-1024/gpt-image-1.5,,,,,,,,
1182,1536-x-1024-gpt-image-1-5-2025-12-16,openai,1536-x-1024/gpt-image-1.5-2025-12-16,,,,,,,,
1183,256-x-256-dall-e-2,openai,256-x-256/dall-e-2,,,,,,,,
1184,512-x-512-50-steps-stability-stable-diffusion-xl-v0,bedrock,512-x-512/50-steps/stability.stable-diffusion-xl-v0,,,,,,,,
1185,512-x-512-dall-e-2,openai,512-x-512/dall-e-2,,,,,,,,
1186,512-x-512-max-steps-stability-stable-diffusion-xl-v0,bedrock,512-x-512/max-steps/stability.stable-diffusion-xl-v0,,,,,,,,
1187,@cf-ai4bharat-indictrans2-en-indic-1b,cloudflare-workers-ai,@cf/ai4bharat/indictrans2-en-indic-1B,,,,3.4000000000000003e-07,3.4000000000000003e-07,0,,
1188,@cf-aisingapore-gemma-sea-lion-v4-27b-it,cloudflare-workers-ai,@cf/aisingapore/gemma-sea-lion-v4-27b-it,,,,3.5e-07,5.6e-07,0,,
1189,@cf-baai-bge-base-en-v1-5,cloudflare-workers-ai,@cf/baai/bge-base-en-v1.5,,,,6.7e-08,0.0,0,,
1190,@cf-baai-bge-large-en-v1-5,cloudflare-workers-ai,@cf/baai/bge-large-en-v1.5,,,,2.0000000000000002e-07,0.0,0,,
1191,@cf-baai-bge-m3,cloudflare-workers-ai,@cf/baai/bge-m3,,,,1.2e-08,0.0,0,,
1192,@cf-baai-bge-reranker-base,cloudflare-workers-ai,@cf/baai/bge-reranker-base,,,,3.1e-09,0.0,0,,
1193,@cf-baai-bge-small-en-v1-5,cloudflare-workers-ai,@cf/baai/bge-small-en-v1.5,,,,2e-08,0.0,0,,
1194,@cf-deepgram-aura-2-en,cloudflare-workers-ai,@cf/deepgram/aura-2-en,,,,0.0,0.0,1,high,
1195,@cf-deepgram-aura-2-es,cloudflare-workers-ai,@cf/deepgram/aura-2-es,,,,0.0,0.0,1,high,
1196,@cf-deepgram-nova-3,cloudflare-workers-ai,@cf/deepgram/nova-3,,,,0.0,0.0,1,high,
1197,@cf-deepseek-ai-deepseek-r1-distill-qwen-32b,cloudflare-workers-ai,@cf/deepseek-ai/deepseek-r1-distill-qwen-32b,,,,5e-07,4.88e-06,0,,
1198,@cf-facebook-bart-large-cnn,cloudflare-workers-ai,@cf/facebook/bart-large-cnn,,,,0.0,0.0,1,high,
1199,@cf-google-gemma-3-12b-it,cloudflare-workers-ai,@cf/google/gemma-3-12b-it,,,,3.5e-07,5.6e-07,0,,
1200,@cf-huggingface-distilbert-sst-2-int8,cloudflare-workers-ai,@cf/huggingface/distilbert-sst-2-int8,,,,2.5999999999999998e-08,0.0,0,,
1201,@cf-ibm-granite-granite-4-0-h-micro,cloudflare-workers-ai,@cf/ibm-granite/granite-4.0-h-micro,,,,1.7e-08,1.1e-07,0,,
1202,@cf-meta-llama-2-7b-chat-fp16,cloudflare,cloudflare/@cf/meta/llama-2-7b-chat-fp16,,,,1.923e-06,1.923e-06,0,,
1203,@cf-meta-llama-2-7b-chat-fp16,cloudflare-workers-ai,@cf/meta/llama-2-7b-chat-fp16,,,,5.6e-07,6.67e-06,0,,
1204,@cf-meta-llama-2-7b-chat-int8,cloudflare,cloudflare/@cf/meta/llama-2-7b-chat-int8,,,,1.923e-06,1.923e-06,0,,
