rank,model_id,model_name,avg_reasoning_chat_score,benchmark_coverage,livebench_reasoning,livebench_overall,arena_elo
1050,eu-amazon-nova-2-lite-v1,eu-amazon-nova-2-lite-v1,,0,,,
1051,eu-amazon-nova-2-pro-preview-20251202-v1,eu-amazon-nova-2-pro-preview-20251202-v1,,0,,,
1052,eu-amazon-nova-lite-v1,eu-amazon-nova-lite-v1,,0,,,
1053,eu-amazon-nova-micro-v1,eu-amazon-nova-micro-v1,,0,,,
1054,eu-amazon-nova-pro-v1,eu-amazon-nova-pro-v1,,0,,,
1055,eu-anthropic-claude-3-5-haiku-20241022-v1,eu-anthropic-claude-3-5-haiku-20241022-v1,,0,,,
1056,eu-anthropic-claude-3-5-sonnet-20240620-v1,eu-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,
1057,eu-anthropic-claude-3-5-sonnet-20241022-v2,eu-anthropic-claude-3-5-sonnet-20241022-v2,,0,,,
1058,eu-anthropic-claude-3-7-sonnet-20250219-v1,eu-anthropic-claude-3-7-sonnet-20250219-v1,,0,,,
1059,eu-anthropic-claude-3-haiku-20240307-v1,eu-anthropic-claude-3-haiku-20240307-v1,,0,,,
1060,eu-anthropic-claude-3-opus-20240229-v1,eu-anthropic-claude-3-opus-20240229-v1,,0,,,
1061,eu-anthropic-claude-3-sonnet-20240229-v1,eu-anthropic-claude-3-sonnet-20240229-v1,,0,,,
1062,eu-anthropic-claude-haiku-4-5-20251001-v1,Claude Haiku 4.5 (EU),,0,,,
1063,eu-anthropic-claude-opus-4-1-20250805-v1,eu-anthropic-claude-opus-4-1-20250805-v1,,0,,,
1064,eu-anthropic-claude-opus-4-20250514-v1,eu-anthropic-claude-opus-4-20250514-v1,,0,,,
1065,eu-anthropic-claude-opus-4-5-20251101-v1,Claude Opus 4.5 (EU),,0,,,
1066,eu-anthropic-claude-opus-4-6-v1,Claude Opus 4.6 (EU),,0,,,
1067,eu-anthropic-claude-sonnet-4-20250514-v1,Claude Sonnet 4 (EU),,0,,,
1068,eu-anthropic-claude-sonnet-4-5-20250929-v1,Claude Sonnet 4.5 (EU),,0,,,
1069,eu-anthropic-claude-sonnet-4-6,Claude Sonnet 4.6 (EU),,0,,,
1070,eu-central-1-1-month-commitment-anthropic-claude-instant-v1,eu-central-1-1-month-commitment-anthropic-claude-instant-v1,,0,,,
1071,eu-central-1-1-month-commitment-anthropic-claude-v1,eu-central-1-1-month-commitment-anthropic-claude-v1,,0,,,
1072,eu-central-1-1-month-commitment-anthropic-claude-v2,eu-central-1-1-month-commitment-anthropic-claude-v2,,0,,,
1073,eu-central-1-6-month-commitment-anthropic-claude-instant-v1,eu-central-1-6-month-commitment-anthropic-claude-instant-v1,,0,,,
1074,eu-central-1-6-month-commitment-anthropic-claude-v1,eu-central-1-6-month-commitment-anthropic-claude-v1,,0,,,
1075,eu-central-1-6-month-commitment-anthropic-claude-v2,eu-central-1-6-month-commitment-anthropic-claude-v2,,0,,,
1076,eu-central-1-anthropic-claude-instant-v1,eu-central-1-anthropic-claude-instant-v1,,0,,,
1077,eu-central-1-anthropic-claude-v1,eu-central-1-anthropic-claude-v1,,0,,,
1078,eu-central-1-anthropic-claude-v2,eu-central-1-anthropic-claude-v2,,0,,,
1079,eu-central-1-minimax-minimax-m2-1,eu-central-1-minimax-minimax-m2-1,,0,,,
1080,eu-central-1-qwen-qwen3-coder-next,eu-central-1-qwen-qwen3-coder-next,,0,,,
1081,eu-deepseek-v3-2,eu-deepseek-v3-2,,0,,,
1082,eu-gpt-4o-2024-08-06,eu-gpt-4o-2024-08-06,,0,,,
1083,eu-gpt-4o-2024-11-20,eu-gpt-4o-2024-11-20,,0,,,
1084,eu-gpt-4o-mini-2024-07-18,eu-gpt-4o-mini-2024-07-18,,0,,,
1085,eu-gpt-4o-mini-realtime-preview-2024-12-17,eu-gpt-4o-mini-realtime-preview-2024-12-17,,0,,,
1086,eu-gpt-4o-realtime-preview-2024-10-01,eu-gpt-4o-realtime-preview-2024-10-01,,0,,,
1087,eu-gpt-4o-realtime-preview-2024-12-17,eu-gpt-4o-realtime-preview-2024-12-17,,0,,,
1088,eu-gpt-5-1,eu-gpt-5-1,,0,,,
1089,eu-gpt-5-1-chat,eu-gpt-5-1-chat,,0,,,
1090,eu-gpt-5-1-codex,eu-gpt-5-1-codex,,0,,,
1091,eu-gpt-5-1-codex-mini,eu-gpt-5-1-codex-mini,,0,,,
1092,eu-gpt-5-2025-08-07,eu-gpt-5-2025-08-07,,0,,,
1093,eu-gpt-5-mini-2025-08-07,eu-gpt-5-mini-2025-08-07,,0,,,
1094,eu-gpt-5-nano-2025-08-07,eu-gpt-5-nano-2025-08-07,,0,,,
1095,eu-meta-llama3-2-1b-instruct-v1,eu-meta-llama3-2-1b-instruct-v1,,0,,,
1096,eu-meta-llama3-2-3b-instruct-v1,eu-meta-llama3-2-3b-instruct-v1,,0,,,
1097,eu-mistral-pixtral-large-2502-v1,eu-mistral-pixtral-large-2502-v1,,0,,,
1098,eu-north-1-deepseek-v3-2,eu-north-1-deepseek-v3-2,,0,,,
1099,eu-north-1-minimax-minimax-m2-1,eu-north-1-minimax-minimax-m2-1,,0,,,
1100,eu-north-1-moonshotai-kimi-k2-5,eu-north-1-moonshotai-kimi-k2-5,,0,,,
1101,eu-o1-2024-12-17,eu-o1-2024-12-17,,0,,,
1102,eu-o1-mini-2024-09-12,eu-o1-mini-2024-09-12,,0,,,
1103,eu-o1-preview-2024-09-12,eu-o1-preview-2024-09-12,,0,,,
1104,eu-o3-mini-2025-01-31,eu-o3-mini-2025-01-31,,0,,,
1105,eu-south-1-minimax-minimax-m2-1,eu-south-1-minimax-minimax-m2-1,,0,,,
1106,eu-south-1-qwen-qwen3-coder-next,eu-south-1-qwen-qwen3-coder-next,,0,,,
1107,eu-twelvelabs-marengo-embed-2-7-v1,eu-twelvelabs-marengo-embed-2-7-v1,,0,,,
1108,eu-twelvelabs-pegasus-1-2-v1,eu-twelvelabs-pegasus-1-2-v1,,0,,,
1109,eu-west-1-meta-llama3-70b-instruct-v1,eu-west-1-meta-llama3-70b-instruct-v1,,0,,,
1110,eu-west-1-meta-llama3-8b-instruct-v1,eu-west-1-meta-llama3-8b-instruct-v1,,0,,,
1111,eu-west-1-minimax-minimax-m2-1,eu-west-1-minimax-minimax-m2-1,,0,,,
1112,eu-west-1-qwen-qwen3-coder-next,eu-west-1-qwen-qwen3-coder-next,,0,,,
1113,eu-west-2-meta-llama3-70b-instruct-v1,eu-west-2-meta-llama3-70b-instruct-v1,,0,,,
1114,eu-west-2-meta-llama3-8b-instruct-v1,eu-west-2-meta-llama3-8b-instruct-v1,,0,,,
1115,eu-west-2-minimax-minimax-m2-1,eu-west-2-minimax-minimax-m2-1,,0,,,
1116,eu-west-2-qwen-qwen3-coder-next,eu-west-2-qwen-qwen3-coder-next,,0,,,
1117,eu-west-3-mistral-mistral-7b-instruct-v0,eu-west-3-mistral-mistral-7b-instruct-v0,,0,,,
1118,eu-west-3-mistral-mistral-large-2402-v1,eu-west-3-mistral-mistral-large-2402-v1,,0,,,
1119,eu-west-3-mistral-mixtral-8x7b-instruct-v0,eu-west-3-mistral-mixtral-8x7b-instruct-v0,,0,,,
1120,eva-unit-01-2-eva-llama-3-33-70b-v0-0,EVA Llama 3.33 70B,,0,,,
1121,eva-unit-01-2-eva-llama-3-33-70b-v0-1,EVA-LLaMA-3.33-70B-v0.1,,0,,,
1122,eva-unit-01-2-eva-qwen2-5-32b-v0-2,EVA-Qwen2.5-32B-v0.2,,0,,,
1123,eva-unit-01-2-eva-qwen2-5-72b-v0-2,EVA-Qwen2.5-72B-v0.2,,0,,,
1124,exa-ai-search,exa-ai-search,,0,,,
1125,exa-answer,Exa (Answer),,0,,,
1126,exa-research,Exa (Research),,0,,,
1127,exa-research-pro,Exa (Research Pro),,0,,,
1128,failspy-meta-llama-3-70b-instruct-abliterated-v3-5,Llama 3 70B abliterated,,0,,,
1129,fal-ai-bria-text-to-image-3-2,fal-ai-bria-text-to-image-3-2,,0,,,
1130,fal-ai-fal-ai-bytedance-dreamina-v3-1-text-to-image,fal-ai-fal-ai-bytedance-dreamina-v3-1-text-to-image,,0,,,
1131,fal-ai-fal-ai-bytedance-seedream-v3-text-to-image,fal-ai-fal-ai-bytedance-seedream-v3-text-to-image,,0,,,
1132,fal-ai-fal-ai-flux-pro-v1-1,fal-ai-fal-ai-flux-pro-v1-1,,0,,,
1133,fal-ai-fal-ai-flux-pro-v1-1-ultra,fal-ai-fal-ai-flux-pro-v1-1-ultra,,0,,,
1134,fal-ai-fal-ai-flux-schnell,fal-ai-fal-ai-flux-schnell,,0,,,
1135,fal-ai-fal-ai-ideogram-v3,fal-ai-fal-ai-ideogram-v3,,0,,,
1136,fal-ai-fal-ai-imagen4-preview,fal-ai-fal-ai-imagen4-preview,,0,,,
1137,fal-ai-fal-ai-imagen4-preview-fast,fal-ai-fal-ai-imagen4-preview-fast,,0,,,
1138,fal-ai-fal-ai-imagen4-preview-ultra,fal-ai-fal-ai-imagen4-preview-ultra,,0,,,
1139,fal-ai-fal-ai-recraft-v3-text-to-image,fal-ai-fal-ai-recraft-v3-text-to-image,,0,,,
1140,fal-ai-fal-ai-stable-diffusion-v35-medium,fal-ai-fal-ai-stable-diffusion-v35-medium,,0,,,
1141,fastgpt,Web Answer,,0,,,
1142,featherless-ai-featherless-ai-qwerky-72b,featherless-ai-featherless-ai-qwerky-72b,,0,,,
1143,featherless-ai-featherless-ai-qwerky-qwq-32b,featherless-ai-featherless-ai-qwerky-qwq-32b,,0,,,
1144,featherless-ai-qwerky-72b,Qwerky 72B,,0,,,
1145,featherless-qwerky-72b,Qwerky 72B,,0,,,
1146,firecrawl-search,firecrawl-search,,0,,,
1147,fireworks-ai-4-1b-to-16b,fireworks-ai-4-1b-to-16b,,0,,,
1148,fireworks-ai-56b-to-176b,fireworks-ai-56b-to-176b,,0,,,
1149,fireworks-ai-above-16b,fireworks-ai-above-16b,,0,,,
1150,fireworks-ai-accounts-fireworks-models,fireworks-ai-accounts-fireworks-models,,0,,,
1151,fireworks-ai-accounts-fireworks-models-chronos-hermes-13b-v2,fireworks-ai-accounts-fireworks-models-chronos-hermes-13b-v2,,0,,,
1152,fireworks-ai-accounts-fireworks-models-code-llama-13b,fireworks-ai-accounts-fireworks-models-code-llama-13b,,0,,,
1153,fireworks-ai-accounts-fireworks-models-code-llama-13b-instruct,fireworks-ai-accounts-fireworks-models-code-llama-13b-instruct,,0,,,
1154,fireworks-ai-accounts-fireworks-models-code-llama-13b-python,fireworks-ai-accounts-fireworks-models-code-llama-13b-python,,0,,,
1155,fireworks-ai-accounts-fireworks-models-code-llama-34b,fireworks-ai-accounts-fireworks-models-code-llama-34b,,0,,,
1156,fireworks-ai-accounts-fireworks-models-code-llama-34b-instruct,fireworks-ai-accounts-fireworks-models-code-llama-34b-instruct,,0,,,
1157,fireworks-ai-accounts-fireworks-models-code-llama-34b-python,fireworks-ai-accounts-fireworks-models-code-llama-34b-python,,0,,,
1158,fireworks-ai-accounts-fireworks-models-code-llama-70b,fireworks-ai-accounts-fireworks-models-code-llama-70b,,0,,,
1159,fireworks-ai-accounts-fireworks-models-code-llama-70b-instruct,fireworks-ai-accounts-fireworks-models-code-llama-70b-instruct,,0,,,
1160,fireworks-ai-accounts-fireworks-models-code-llama-70b-python,fireworks-ai-accounts-fireworks-models-code-llama-70b-python,,0,,,
1161,fireworks-ai-accounts-fireworks-models-code-llama-7b,fireworks-ai-accounts-fireworks-models-code-llama-7b,,0,,,
1162,fireworks-ai-accounts-fireworks-models-code-llama-7b-instruct,fireworks-ai-accounts-fireworks-models-code-llama-7b-instruct,,0,,,
1163,fireworks-ai-accounts-fireworks-models-code-llama-7b-python,fireworks-ai-accounts-fireworks-models-code-llama-7b-python,,0,,,
1164,fireworks-ai-accounts-fireworks-models-code-qwen-1p5-7b,fireworks-ai-accounts-fireworks-models-code-qwen-1p5-7b,,0,,,
1165,fireworks-ai-accounts-fireworks-models-codegemma-2b,fireworks-ai-accounts-fireworks-models-codegemma-2b,,0,,,
1166,fireworks-ai-accounts-fireworks-models-codegemma-7b,fireworks-ai-accounts-fireworks-models-codegemma-7b,,0,,,
1167,fireworks-ai-accounts-fireworks-models-cogito-671b-v2-p1,fireworks-ai-accounts-fireworks-models-cogito-671b-v2-p1,,0,,,
1168,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-3b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-3b,,0,,,
1169,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-70b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-70b,,0,,,
1170,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-8b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-8b,,0,,,
1171,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-14b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-14b,,0,,,
1172,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-32b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-32b,,0,,,
1173,fireworks-ai-accounts-fireworks-models-dbrx-instruct,fireworks-ai-accounts-fireworks-models-dbrx-instruct,,0,,,
1174,fireworks-ai-accounts-fireworks-models-deepseek-coder-1b-base,fireworks-ai-accounts-fireworks-models-deepseek-coder-1b-base,,0,,,
1175,fireworks-ai-accounts-fireworks-models-deepseek-coder-33b-instruct,fireworks-ai-accounts-fireworks-models-deepseek-coder-33b-instruct,,0,,,
1176,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base,,0,,,
1177,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base-v1p5,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base-v1p5,,0,,,
1178,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-instruct-v1p5,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-instruct-v1p5,,0,,,
1179,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-instruct,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-instruct,,0,,,
1180,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-base,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-base,,0,,,
1181,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-instruct,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-instruct,,0,,,
1182,fireworks-ai-accounts-fireworks-models-deepseek-prover-v2,fireworks-ai-accounts-fireworks-models-deepseek-prover-v2,,0,,,
1183,fireworks-ai-accounts-fireworks-models-deepseek-r1,fireworks-ai-accounts-fireworks-models-deepseek-r1,,0,,,
1184,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528,,0,,,
1185,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528-distill-qwen3-8b,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528-distill-qwen3-8b,,0,,,
1186,fireworks-ai-accounts-fireworks-models-deepseek-r1-basic,fireworks-ai-accounts-fireworks-models-deepseek-r1-basic,,0,,,
1187,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-70b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-70b,,0,,,
1188,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-8b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-8b,,0,,,
1189,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-14b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-14b,,0,,,
1190,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-1p5b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-1p5b,,0,,,
1191,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-32b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-32b,,0,,,
1192,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-7b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-7b,,0,,,
1193,fireworks-ai-accounts-fireworks-models-deepseek-v2-lite-chat,fireworks-ai-accounts-fireworks-models-deepseek-v2-lite-chat,,0,,,
1194,fireworks-ai-accounts-fireworks-models-deepseek-v2p5,fireworks-ai-accounts-fireworks-models-deepseek-v2p5,,0,,,
1195,fireworks-ai-accounts-fireworks-models-deepseek-v3,fireworks-ai-accounts-fireworks-models-deepseek-v3,,0,,,
1196,fireworks-ai-accounts-fireworks-models-deepseek-v3-0324,fireworks-ai-accounts-fireworks-models-deepseek-v3-0324,,0,,,
1197,fireworks-ai-accounts-fireworks-models-deepseek-v3p1,fireworks-ai-accounts-fireworks-models-deepseek-v3p1,,0,,,
1198,fireworks-ai-accounts-fireworks-models-deepseek-v3p1-terminus,fireworks-ai-accounts-fireworks-models-deepseek-v3p1-terminus,,0,,,
1199,fireworks-ai-accounts-fireworks-models-deepseek-v3p2,fireworks-ai-accounts-fireworks-models-deepseek-v3p2,,0,,,
1200,fireworks-ai-accounts-fireworks-models-devstral-small-2505,fireworks-ai-accounts-fireworks-models-devstral-small-2505,,0,,,
1201,fireworks-ai-accounts-fireworks-models-dobby-mini-unhinged-plus-llama-3-1-8b,fireworks-ai-accounts-fireworks-models-dobby-mini-unhinged-plus-llama-3-1-8b,,0,,,
1202,fireworks-ai-accounts-fireworks-models-dobby-unhinged-llama-3-3-70b-new,fireworks-ai-accounts-fireworks-models-dobby-unhinged-llama-3-3-70b-new,,0,,,
1203,fireworks-ai-accounts-fireworks-models-dolphin-2-9-2-qwen2-72b,fireworks-ai-accounts-fireworks-models-dolphin-2-9-2-qwen2-72b,,0,,,
1204,fireworks-ai-accounts-fireworks-models-dolphin-2p6-mixtral-8x7b,fireworks-ai-accounts-fireworks-models-dolphin-2p6-mixtral-8x7b,,0,,,
1205,fireworks-ai-accounts-fireworks-models-ernie-4p5-21b-a3b-pt,fireworks-ai-accounts-fireworks-models-ernie-4p5-21b-a3b-pt,,0,,,
1206,fireworks-ai-accounts-fireworks-models-ernie-4p5-300b-a47b-pt,fireworks-ai-accounts-fireworks-models-ernie-4p5-300b-a47b-pt,,0,,,
1207,fireworks-ai-accounts-fireworks-models-fare-20b,fireworks-ai-accounts-fireworks-models-fare-20b,,0,,,
1208,fireworks-ai-accounts-fireworks-models-firefunction-v1,fireworks-ai-accounts-fireworks-models-firefunction-v1,,0,,,
1209,fireworks-ai-accounts-fireworks-models-firefunction-v2,fireworks-ai-accounts-fireworks-models-firefunction-v2,,0,,,
1210,fireworks-ai-accounts-fireworks-models-firellava-13b,fireworks-ai-accounts-fireworks-models-firellava-13b,,0,,,
1211,fireworks-ai-accounts-fireworks-models-firesearch-ocr-v6,fireworks-ai-accounts-fireworks-models-firesearch-ocr-v6,,0,,,
1212,fireworks-ai-accounts-fireworks-models-fireworks-asr-large,fireworks-ai-accounts-fireworks-models-fireworks-asr-large,,0,,,
1213,fireworks-ai-accounts-fireworks-models-fireworks-asr-v2,fireworks-ai-accounts-fireworks-models-fireworks-asr-v2,,0,,,
1214,fireworks-ai-accounts-fireworks-models-flux-1-dev,fireworks-ai-accounts-fireworks-models-flux-1-dev,,0,,,
1215,fireworks-ai-accounts-fireworks-models-flux-1-dev-controlnet-union,fireworks-ai-accounts-fireworks-models-flux-1-dev-controlnet-union,,0,,,
1216,fireworks-ai-accounts-fireworks-models-flux-1-dev-fp8,fireworks-ai-accounts-fireworks-models-flux-1-dev-fp8,,0,,,
1217,fireworks-ai-accounts-fireworks-models-flux-1-schnell,fireworks-ai-accounts-fireworks-models-flux-1-schnell,,0,,,
1218,fireworks-ai-accounts-fireworks-models-flux-1-schnell-fp8,fireworks-ai-accounts-fireworks-models-flux-1-schnell-fp8,,0,,,
1219,fireworks-ai-accounts-fireworks-models-flux-kontext-max,fireworks-ai-accounts-fireworks-models-flux-kontext-max,,0,,,
1220,fireworks-ai-accounts-fireworks-models-flux-kontext-pro,fireworks-ai-accounts-fireworks-models-flux-kontext-pro,,0,,,
1221,fireworks-ai-accounts-fireworks-models-gemma-2b-it,fireworks-ai-accounts-fireworks-models-gemma-2b-it,,0,,,
1222,fireworks-ai-accounts-fireworks-models-gemma-3-27b-it,fireworks-ai-accounts-fireworks-models-gemma-3-27b-it,,0,,,
1223,fireworks-ai-accounts-fireworks-models-gemma-7b,fireworks-ai-accounts-fireworks-models-gemma-7b,,0,,,
1224,fireworks-ai-accounts-fireworks-models-gemma-7b-it,fireworks-ai-accounts-fireworks-models-gemma-7b-it,,0,,,
1225,fireworks-ai-accounts-fireworks-models-gemma2-9b-it,fireworks-ai-accounts-fireworks-models-gemma2-9b-it,,0,,,
1226,fireworks-ai-accounts-fireworks-models-glm-4p5,fireworks-ai-accounts-fireworks-models-glm-4p5,,0,,,
1227,fireworks-ai-accounts-fireworks-models-glm-4p5-air,fireworks-ai-accounts-fireworks-models-glm-4p5-air,,0,,,
1228,fireworks-ai-accounts-fireworks-models-glm-4p5v,fireworks-ai-accounts-fireworks-models-glm-4p5v,,0,,,
1229,fireworks-ai-accounts-fireworks-models-glm-4p6,fireworks-ai-accounts-fireworks-models-glm-4p6,,0,,,
1230,fireworks-ai-accounts-fireworks-models-glm-4p7,fireworks-ai-accounts-fireworks-models-glm-4p7,,0,,,
1231,fireworks-ai-accounts-fireworks-models-gpt-oss-120b,fireworks-ai-accounts-fireworks-models-gpt-oss-120b,,0,,,
1232,fireworks-ai-accounts-fireworks-models-gpt-oss-20b,fireworks-ai-accounts-fireworks-models-gpt-oss-20b,,0,,,
1233,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-120b,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-120b,,0,,,
1234,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-20b,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-20b,,0,,,
1235,fireworks-ai-accounts-fireworks-models-hermes-2-pro-mistral-7b,fireworks-ai-accounts-fireworks-models-hermes-2-pro-mistral-7b,,0,,,
1236,fireworks-ai-accounts-fireworks-models-internvl3-38b,fireworks-ai-accounts-fireworks-models-internvl3-38b,,0,,,
1237,fireworks-ai-accounts-fireworks-models-internvl3-78b,fireworks-ai-accounts-fireworks-models-internvl3-78b,,0,,,
1238,fireworks-ai-accounts-fireworks-models-internvl3-8b,fireworks-ai-accounts-fireworks-models-internvl3-8b,,0,,,
1239,fireworks-ai-accounts-fireworks-models-japanese-stable-diffusion-xl,fireworks-ai-accounts-fireworks-models-japanese-stable-diffusion-xl,,0,,,
1240,fireworks-ai-accounts-fireworks-models-kat-coder,fireworks-ai-accounts-fireworks-models-kat-coder,,0,,,
1241,fireworks-ai-accounts-fireworks-models-kat-dev-32b,fireworks-ai-accounts-fireworks-models-kat-dev-32b,,0,,,
1242,fireworks-ai-accounts-fireworks-models-kat-dev-72b-exp,fireworks-ai-accounts-fireworks-models-kat-dev-72b-exp,,0,,,
1243,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct,,0,,,
1244,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct-0905,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct-0905,,0,,,
1245,fireworks-ai-accounts-fireworks-models-kimi-k2-thinking,fireworks-ai-accounts-fireworks-models-kimi-k2-thinking,,0,,,
1246,fireworks-ai-accounts-fireworks-models-kimi-k2p5,fireworks-ai-accounts-fireworks-models-kimi-k2p5,,0,,,
1247,fireworks-ai-accounts-fireworks-models-llama-guard-2-8b,fireworks-ai-accounts-fireworks-models-llama-guard-2-8b,,0,,,
1248,fireworks-ai-accounts-fireworks-models-llama-guard-3-1b,fireworks-ai-accounts-fireworks-models-llama-guard-3-1b,,0,,,
1249,fireworks-ai-accounts-fireworks-models-llama-guard-3-8b,fireworks-ai-accounts-fireworks-models-llama-guard-3-8b,,0,,,
1250,fireworks-ai-accounts-fireworks-models-llama-v2-13b,fireworks-ai-accounts-fireworks-models-llama-v2-13b,,0,,,
1251,fireworks-ai-accounts-fireworks-models-llama-v2-13b-chat,fireworks-ai-accounts-fireworks-models-llama-v2-13b-chat,,0,,,
1252,fireworks-ai-accounts-fireworks-models-llama-v2-70b,fireworks-ai-accounts-fireworks-models-llama-v2-70b,,0,,,
1253,fireworks-ai-accounts-fireworks-models-llama-v2-70b-chat,fireworks-ai-accounts-fireworks-models-llama-v2-70b-chat,,0,,,
1254,fireworks-ai-accounts-fireworks-models-llama-v2-7b,fireworks-ai-accounts-fireworks-models-llama-v2-7b,,0,,,
1255,fireworks-ai-accounts-fireworks-models-llama-v2-7b-chat,fireworks-ai-accounts-fireworks-models-llama-v2-7b-chat,,0,,,
1256,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct,,0,,,
1257,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct-hf,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct-hf,,0,,,
1258,fireworks-ai-accounts-fireworks-models-llama-v3-8b,fireworks-ai-accounts-fireworks-models-llama-v3-8b,,0,,,
1259,fireworks-ai-accounts-fireworks-models-llama-v3-8b-instruct-hf,fireworks-ai-accounts-fireworks-models-llama-v3-8b-instruct-hf,,0,,,
1260,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct,,0,,,
1261,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct-long,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct-long,,0,,,
1262,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct,,0,,,
1263,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct-1b,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct-1b,,0,,,
1264,fireworks-ai-accounts-fireworks-models-llama-v3p1-8b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-8b-instruct,,0,,,
1265,fireworks-ai-accounts-fireworks-models-llama-v3p1-nemotron-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-nemotron-70b-instruct,,0,,,
1266,fireworks-ai-accounts-fireworks-models-llama-v3p2-11b-vision-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-11b-vision-instruct,,0,,,
1267,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b,,0,,,
1268,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b-instruct,,0,,,
1269,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b,,0,,,
1270,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b-instruct,,0,,,
1271,fireworks-ai-accounts-fireworks-models-llama-v3p2-90b-vision-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-90b-vision-instruct,,0,,,
1272,fireworks-ai-accounts-fireworks-models-llama-v3p3-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p3-70b-instruct,,0,,,
1273,fireworks-ai-accounts-fireworks-models-llama4-maverick-instruct-basic,fireworks-ai-accounts-fireworks-models-llama4-maverick-instruct-basic,,0,,,
